LanguageIdk,CodingScheme,FindingCode,Finding group code,Finding group CUI,Finding group preferred label,Finding group SnomedID,Finding code description,Finding code CUI,Finding code preferred label,Finding code snomed ID,Severity code CUI,Severity code preferred label,Severity code snomed ID
1,AgilentB00      ,AV-0096         ,AV,C0003578,aortic valve,34202084,The opening of the prosthetic aortic valve appears to be limited.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0097         ,AV,C0003579,aortic valve,34202085,The prosthetic aortic valve appears abnormal.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0098         ,AV,C0003580,aortic valve,34202086,There is no thrombus on the prosthetic aortic valve.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0099         ,AV,C0003581,aortic valve,34202087,There appears to be a thrombus associated with the prosthetic aortic valve.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0100         ,AV,C0003582,aortic valve,34202088,Abnormal rocking of prosthetic aortic valve suggests dehiscence.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0106         ,AV,C0003583,aortic valve,34202089,There are no vegetations on this prosthetic aortic valve.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0107         ,AV,C0003584,aortic valve,34202090,Vegetations are suspected on this prosthetic aortic valve.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0108         ,AV,C0003585,aortic valve,34202091,Vegetations are present on this prosthetic aortic valve.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0109         ,AV,C0003586,aortic valve,34202092,Bioprosthetic leaflets are not well visualized.,C4697772,Bioprosthetic,No match,C4697772,Bioprosthetic,No match
1,AgilentB00      ,AV-0110         ,AV,C0003587,aortic valve,34202093,Bioprosthetic leaflets are thin and move normally.,C4697772,Bioprosthetic,No match,C4697772,Bioprosthetic,No match
1,AgilentB00      ,AV-0111         ,AV,C0003588,aortic valve,34202094,Bioprosthetic leaflets are thick and move well.,C4697772,Bioprosthetic,No match,C4697772,Bioprosthetic,No match
1,AgilentB00      ,AV-0112         ,AV,C0003589,aortic valve,34202095,Bioprosthetic leaflets are thickened and motion is restricted.,C4697772,Bioprosthetic,No match,C4697772,Bioprosthetic,No match
1,AgilentB00      ,AV-0114         ,AV,C0003590,aortic valve,34202096,The valve opening cannot be assessed due to imaging artifacts from the prosthesis.,C0525024,prosthesis,118663006,C0525024,prosthesis,118663006
1,AgilentB00      ,AV-0115         ,AV,C0003591,aortic valve,34202097,Status post Ross procedure.,C0184661,procedure,71388002,C0184661,procedure,71388002
1,AgilentB00      ,CA-0001         ,CA,C0428821,Coronary artery finding (finding),251015000,Normal coronary arteries,C1299335,Normal coronary arteries,371860003,C1299335,Normal coronary arteries,371860003
1,AgilentB00      ,CA-0002         ,CA,C0428822,Coronary artery finding (finding),251015001,Usual coronary arteries,C0205042,coronary arteries,41801008,C0205042,coronary arteries,41801008
1,AgilentB00      ,CA-0003         ,CA,C0428823,Coronary artery finding (finding),251015002,Circumflex from right coronary artery,C1261316,right coronary artery,13647002,C1261316,right coronary artery,13647002
1,AgilentB00      ,CA-0004         ,CA,C0428824,Coronary artery finding (finding),251015003,Single left coronary artery,C1261082,left coronary artery,50018008,C1261082,left coronary artery,50018008
1,AgilentB00      ,CA-0005         ,CA,C0428825,Coronary artery finding (finding),251015004,Single right coronary artery,C1261316,right coronary artery,13647002,C1261316,right coronary artery,13647002
1,AgilentB00      ,CA-0006         ,CA,C0428826,Coronary artery finding (finding),251015005,Inverted coronary arteries,C0205042,coronary arteries,41801008,C0205042,coronary arteries,41801008
1,AgilentB00      ,CA-0007         ,CA,C0428827,Coronary artery finding (finding),251015006,Left anterior descending from right coronary artery,C1261316,right coronary artery,13647002,C1261316,right coronary artery,13647002
1,AgilentB00      ,CA-0008         ,CA,C0428828,Coronary artery finding (finding),251015007,Intramural left coronary artery from right septal sinus of Valsalva,C1261082,left coronary artery,50018008,C1261082,left coronary artery,50018008
1,AgilentB00      ,CA-0009         ,CA,C0428829,Coronary artery finding (finding),251015008,Intramural LAD from the right septal sinus with the LCCA from RCA,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,CA-0010         ,CA,C0428830,Coronary artery finding (finding),251015009,Intramural LAD  from right sinus with LCCA and accessory LAD from RCA,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,CA-0011         ,CA,C0428831,Coronary artery finding (finding),251015010,Intramural RCA from left septal sinus of Valsalva,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,CA-0012         ,CA,C0428832,Coronary artery finding (finding),251015011,Intramural RCA from left septal sinus of Valsalva with LCCA  from RCA,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,CA-0013         ,CA,C0428833,Coronary artery finding (finding),251015012,Intramural RCA from right septal sinus near intercoronary commissure,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,CA-0014         ,CA,C0428834,Coronary artery finding (finding),251015013,Anomalous origin of coronary artery; LCA from pulmonary artery,C0221359,Anomalous origin of coronary artery,75398000,C0221359,Anomalous origin of coronary artery,75398000
1,AgilentB00      ,CA-0015         ,CA,C0428835,Coronary artery finding (finding),251015014,Anomalous origin of coronary artery; circumflex from pulmonary artery,C0221359,Anomalous origin of coronary artery,75398000,C0221359,Anomalous origin of coronary artery,75398000
1,AgilentB00      ,CA-0016         ,CA,C0428836,Coronary artery finding (finding),251015015,Anomalous origin of coronary artery; LAD from pulmonary artery,C0221359,Anomalous origin of coronary artery,75398000,C0221359,Anomalous origin of coronary artery,75398000
1,AgilentB00      ,CA-0017         ,CA,C0428837,Coronary artery finding (finding),251015016,Anomalous origin of coronary artery; RCA from pulmonary artery,C0221359,Anomalous origin of coronary artery,75398000,C0221359,Anomalous origin of coronary artery,75398000
1,AgilentB00      ,CA-0018         ,CA,C0428838,Coronary artery finding (finding),251015017,Right coronary artery fistula,C0265898,coronary artery fistula,373093003,C0265898,coronary artery fistula,373093003
1,AgilentB00      ,CA-0019         ,CA,C0428839,Coronary artery finding (finding),251015018,Left coronary artery fistula,C0265898,coronary artery fistula,373093003,C0265898,coronary artery fistula,373093003
1,AgilentB00      ,CA-0020         ,CA,C0428840,Coronary artery finding (finding),251015019,Right coronary artery measures _ mm,C1261316,Right coronary artery,13647002,C1261316,Right coronary artery,13647002
1,AgilentB00      ,CA-0021         ,CA,C0428841,Coronary artery finding (finding),251015020,Left main coronary artery measures _ mm,C1261082,Left main coronary artery,50018008,C1261082,Left main coronary artery,50018008
1,AgilentB00      ,CA-0022         ,CA,C0428842,Coronary artery finding (finding),251015021,Left anterior descending coronary artery measures _ mm,C0226032,Left anterior descending coronary artery,59438005,C0226032,Left anterior descending coronary artery,59438005
1,AgilentB00      ,CA-0023         ,CA,C0428843,Coronary artery finding (finding),251015022,Circumflex coronary artery measures _ mm,C0226037,Circumflex coronary artery,57396003,C0226037,Circumflex coronary artery,57396003
1,AgilentB00      ,CA-0024         ,CA,C0428844,Coronary artery finding (finding),251015023,Posterior descending coronary artery measures _ mm,C0226047,Posterior descending coronary artery,53655008,C0226047,Posterior descending coronary artery,53655008
1,AgilentB00      ,CA-0025         ,CA,C0428845,Coronary artery finding (finding),251015024,No evidence of right coronary artery aneurysm,C0010051,coronary artery aneurysm,50570003,C0010051,coronary artery aneurysm,50570003
1,AgilentB00      ,CA-0026         ,CA,C0428846,Coronary artery finding (finding),251015025,Ectasia of right coronary artery,C1261316,right coronary artery,13647002,C1261316,right coronary artery,13647002
1,AgilentB00      ,CA-0027         ,CA,C0428847,Coronary artery finding (finding),251015026,_ sacular aneurysm of right coronary artery,C1261316,right coronary artery,13647002,C1261316,right coronary artery,13647002
1,AgilentB00      ,CA-0028         ,CA,C0428848,Coronary artery finding (finding),251015027,_ fusiform aneurysm of right coronary artery,C1261316,right coronary artery,13647002,C1261316,right coronary artery,13647002
1,AgilentB00      ,CA-0029         ,CA,C0428849,Coronary artery finding (finding),251015028,No evidence of left main coronary artery aneurysm,C0010051,coronary artery aneurysm,50570003,C0010051,coronary artery aneurysm,50570003
1,AgilentB00      ,CA-0030         ,CA,C0428850,Coronary artery finding (finding),251015029,Ectasia of left main coronary artery,C0205042,coronary artery,41801008,C0205042,coronary artery,41801008
1,AgilentB00      ,CA-0031         ,CA,C0428851,Coronary artery finding (finding),251015030,_ sacular aneurysm of left main coronary artery,C0205042,coronary artery,41801008,C0205042,coronary artery,41801008
1,AgilentB00      ,CA-0032         ,CA,C0428852,Coronary artery finding (finding),251015031,_ fusiform aneurysm of left main coronary artery,C0333099,fusiform aneurysm,85431000,C0333099,fusiform aneurysm,85431000
1,AgilentB00      ,CA-0033         ,CA,C0428853,Coronary artery finding (finding),251015032,No evidence of left anterior descending coronary artery aneurysm,C0010051,coronary artery aneurysm,50570003,C0010051,coronary artery aneurysm,50570003
1,AgilentB00      ,CA-0034         ,CA,C0428854,Coronary artery finding (finding),251015033,Ectasia of left anterior descending coronary artery,C0205042,coronary artery,41801008,C0205042,coronary artery,41801008
1,AgilentB00      ,CA-0035         ,CA,C0428855,Coronary artery finding (finding),251015034,_ sacular aneurysm of left anterior descending coronary artery,C0205042,coronary artery,41801008,C0205042,coronary artery,41801008
1,AgilentB00      ,CA-0036         ,CA,C0428856,Coronary artery finding (finding),251015035,_ fusiform aneurysm of left anterior descending coronary artery,C0333099,fusiform aneurysm,85431000,C0333099,fusiform aneurysm,85431000
1,AgilentB00      ,CA-0037         ,CA,C0428857,Coronary artery finding (finding),251015036,No evidence of circumflex artery aneurysm,C0226037,circumflex artery,57396003,C0226037,circumflex artery,57396003
1,AgilentB00      ,CA-0038         ,CA,C0428858,Coronary artery finding (finding),251015037,Ectasia of circumflex coronary artery,C0205042,coronary artery,41801008,C0205042,coronary artery,41801008
1,AgilentB00      ,CA-0039         ,CA,C0428859,Coronary artery finding (finding),251015038,_ sacular aneurysm of left circumflex coronary artery,C0226037,left circumflex coronary artery,57396003,C0226037,left circumflex coronary artery,57396003
1,AgilentB00      ,CA-0040         ,CA,C0428860,Coronary artery finding (finding),251015039,_ fusiform aneurysm of left circumflex coronary artery,C0226037,left circumflex coronary artery,57396003,C0226037,left circumflex coronary artery,57396003
1,AgilentB00      ,CA-0041         ,CA,C0428861,Coronary artery finding (finding),251015040,No evidence of posterior descending coronary artery aneurysm,C0010051,coronary artery aneurysm,50570003,C0010051,coronary artery aneurysm,50570003
1,AgilentB00      ,CA-0042         ,CA,C0428862,Coronary artery finding (finding),251015041,Ectasia of posterior descending coronary artery,C0205042,coronary artery,41801008,C0205042,coronary artery,41801008
1,AgilentB00      ,CA-0043         ,CA,C0428863,Coronary artery finding (finding),251015042,_ sacular aneurysm of posterior descending coronary artery,C0205042,coronary artery,41801008,C0205042,coronary artery,41801008
1,AgilentB00      ,CA-0044         ,CA,C0428864,Coronary artery finding (finding),251015043,_ fusiform aneurysm of posterior descending coronary artery,C0333099,fusiform aneurysm,85431000,C0333099,fusiform aneurysm,85431000
1,AgilentB00      ,CT-0001         ,CT,no match,Conotruncus,no match,Tetralogy of Fallot with pulmonary stenosis,C0344881,Tetralogy of Fallot with pulmonary stenosis,253512000,C0344881,Tetralogy of Fallot with pulmonary stenosis,253512000
1,AgilentB00      ,CT-0002         ,CT,no match,Conotruncus,no match,Tetralogy of Fallot with pulmonary atresia,C0344882,Tetralogy of Fallot with pulmonary atresia,253513005,C0344882,Tetralogy of Fallot with pulmonary atresia,253513005
1,AgilentB00      ,CT-0003         ,CT,no match,Conotruncus,no match,Tetralogy of Fallot with absent pulmonary valve,C1302264,Tetralogy of Fallot with absent pulmonary valve,399228007,C1302264,Tetralogy of Fallot with absent pulmonary valve,399228007
1,AgilentB00      ,CT-0004         ,CT,no match,Conotruncus,no match,D-Transposition of the great arteries,C3536741,Transposition of great arteries,204296002,C3536741,Transposition of great arteries,204296002
1,AgilentB00      ,CT-0005         ,CT,no match,Conotruncus,no match,L-Transposition of the great arteries,C3536741,Transposition of great arteries,204296002,C3536741,Transposition of great arteries,204296002
1,AgilentB00      ,CT-0006         ,CT,no match,Conotruncus,no match,Double outlet right ventricle,C0013069,Double outlet right ventricle,7484005,C0013069,Double outlet right ventricle,7484005
1,AgilentB00      ,CT-0007         ,CT,no match,Conotruncus,no match,Double outlet right ventricle with subaortic VSD,C0013069,Double outlet right ventricle,7484005,C0013069,Double outlet right ventricle,7484005
1,AgilentB00      ,CT-0008         ,CT,no match,Conotruncus,no match,Double outlet right ventricle with subaortic VSD and PS,C0013069,Double outlet right ventricle,7484005,C0013069,Double outlet right ventricle,7484005
1,AgilentB00      ,CT-0009         ,CT,no match,Conotruncus,no match,Double outlet right ventricle with subpulmonary VSD,C0013069,Double outlet right ventricle,7484005,C0013069,Double outlet right ventricle,7484005
1,AgilentB00      ,CT-0010         ,CT,no match,Conotruncus,no match,Taussig-Bing heart,C0018787,heart,80891009,C0018787,heart,80891009
1,AgilentB00      ,CT-0011         ,CT,no match,Conotruncus,no match,"Truncus arteriosus, Type I",C0041207,Truncus arteriosus,204291007,C0041207,Truncus arteriosus,204291007
1,AgilentB00      ,CT-0012         ,CT,no match,Conotruncus,no match,"Truncus arteriosus, Type II",C0041207,Truncus arteriosus,204291007,C0041207,Truncus arteriosus,204291007
1,AgilentB00      ,CT-0013         ,CT,no match,Conotruncus,no match,"Truncus arteriosus, Type III",C0041207,Truncus arteriosus,204291007,C0041207,Truncus arteriosus,204291007
1,AgilentB00      ,CT-0014         ,CT,no match,Conotruncus,no match,Double outlet left ventricle,C0265809,Double outlet left ventricle,204333006,C0265809,Double outlet left ventricle,204333006
1,AgilentB00      ,CT-0015         ,CT,no match,Conotruncus,no match,Aorto-pulmonary window,C0024109,pulmonary,39607008,C0024109,pulmonary,39607008
1,AgilentB00      ,CV-0001         ,CV,C0447015,Component of common atrioventricular valve,244370004,"Common atrio-ventricular valve, Type A Rastelli",C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,CV-0002         ,CV,C0447016,Component of common atrioventricular valve,244370005,"Common atrio-ventricular valve, Type B Rastelli",C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,CV-0003         ,CV,C0447017,Component of common atrioventricular valve,244370006,"Common atrio-ventricular valve, Type C Rastelli",C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,CV-0004         ,CV,C0447018,Component of common atrioventricular valve,244370007,Unbalanced atrio-ventricular canal defect: small left side,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,CV-0005         ,CV,C0447019,Component of common atrioventricular valve,244370008,Unbalanced atrio-ventricular canal defect: small right side,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,CV-0006         ,CV,C0447020,Component of common atrioventricular valve,244370009,Transitional atrio-ventricular canal defect,C0018827,ventricular,21814001,C0018827,ventricular,21814001
1,AgilentB00      ,CV-0007         ,CV,C0447021,Component of common atrioventricular valve,244370010,Tricuspid pouch,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,CV-0008         ,CV,C0447022,Component of common atrioventricular valve,244370011,Repaired atrioventricular septal defect without cleft mitral valve,C1389018,atrioventricular septal defect,253414002,C1389018,atrioventricular septal defect,253414002
1,AgilentB00      ,CV-0009         ,CV,C0447023,Component of common atrioventricular valve,244370012,Repaired atrioventricular septal defect with cleft mitral valve,C1389018,atrioventricular septal defect,253414002,C1389018,atrioventricular septal defect,253414002
1,AgilentB00      ,DA-0001         ,DA,C0013273,Structure of ductus arteriosus,4432005,No patent ductus arteriosus,C3495549,patent ductus arteriosus,253686000,C3495549,patent ductus arteriosus,253686000
1,AgilentB00      ,DA-0002         ,DA,C0013274,Structure of ductus arteriosus,4432006,Normal fetal patent ductus arteriosus,C3495549,patent ductus arteriosus,253686000,C3495549,patent ductus arteriosus,253686000
1,AgilentB00      ,DA-0003         ,DA,C0013275,Structure of ductus arteriosus,4432007,"Patent ductus arteriosus, _",C0013274,Patent ductus arteriosus,83330001,C0013274,Patent ductus arteriosus,83330001
1,AgilentB00      ,DA-0004         ,DA,C0013276,Structure of ductus arteriosus,4432008,Vertical patent ductus arteriosus,C3495549,patent ductus arteriosus,253686000,C3495549,patent ductus arteriosus,253686000
1,AgilentB00      ,DA-0005         ,DA,C0013277,Structure of ductus arteriosus,4432009,"Patent ductus arteriosus, coil visualized",C0013274,Patent ductus arteriosus,83330001,C0013274,Patent ductus arteriosus,83330001
1,AgilentB00      ,DA-0006         ,DA,C0013278,Structure of ductus arteriosus,4432010,Aorto-pulmonary collateral,C0024109,pulmonary,39607008,C0024109,pulmonary,39607008
1,AgilentB00      ,ID-0001         ,ID,C0009450,Infectious Disease,40733004,No evidence of vegetation,C1285498,vegetation,363564008,C1285498,vegetation,363564008
1,AgilentB00      ,ID-0002         ,ID,C0009451,Infectious Disease,40733005,"No evidence of endocarditis, TTE does not rule out  vegetations",C0014118,endocarditis,56819008,C0014118,endocarditis,56819008
1,AgilentB00      ,ID-0003         ,ID,C0009452,Infectious Disease,40733006,Echocardiogram suggestive of endocarditis,C0476369,Echocardiogram,169241000,C0476369,Echocardiogram,169241000
1,AgilentB00      ,ID-0004         ,ID,C0009453,Infectious Disease,40733007,Kawasaki disease,C0026691,Kawasaki disease,75053002,C0026691,Kawasaki disease,75053002
1,AgilentB00      ,ID-0005         ,ID,C0009454,Infectious Disease,40733008,Echocardiogram suggestive of rheumatic heart disease,C0035439,rheumatic heart disease,201793007,C0035439,rheumatic heart disease,201793007
1,AgilentB00      ,IN-0001         ,IN,C0007430,Catheterization,45211000,Balloon atrial septostomy,C0189771,Balloon atrial septostomy,32878001,C0189771,Balloon atrial septostomy,32878001
1,AgilentB00      ,IN-0002         ,IN,C0007431,Catheterization,45211001,"Closure by device, secundum atrial septal defect",C0016522,secundum atrial septal defect,78902000,C0016522,secundum atrial septal defect,78902000
1,AgilentB00      ,IN-0003         ,IN,C0007432,Catheterization,45211002,Patent ductus arteriosus coil closure,C0013274,Patent ductus arteriosus,83330001,C0013274,Patent ductus arteriosus,83330001
1,AgilentB00      ,IN-0004         ,IN,C0007433,Catheterization,45211003,Balloon pulmonary valvuloplasty,C0024109,pulmonary,39607008,C0024109,pulmonary,39607008
1,AgilentB00      ,IN-0005         ,IN,C0007434,Catheterization,45211004,Left pulmonary balloon arterioplasty,C2937236,arterioplasty,392245003,C2937236,arterioplasty,392245003
1,AgilentB00      ,IN-0006         ,IN,C0007435,Catheterization,45211005,Right pulmonary balloon arterioplasty,C2937236,arterioplasty,392245003,C2937236,arterioplasty,392245003
1,AgilentB00      ,IN-0007         ,IN,C0007436,Catheterization,45211006,Left pulmonary artery stent placement,C1269883,Left pulmonary artery,244234004,C1269883,Left pulmonary artery,244234004
1,AgilentB00      ,IN-0008         ,IN,C0007437,Catheterization,45211007,Right pulmonary artery stent placement,C1269884,Right pulmonary artery,244235003,C1269884,Right pulmonary artery,244235003
1,AgilentB00      ,IN-0009         ,IN,C0007438,Catheterization,45211008,Balloon aortic valvuloplasty,C0396949,aortic valvuloplasty,112816004,C0396949,aortic valvuloplasty,112816004
1,AgilentB00      ,IN-0010         ,IN,C0007439,Catheterization,45211009,Coarctation balloon arterioplasty,C2937236,arterioplasty,392245003,C2937236,arterioplasty,392245003
1,AgilentB00      ,IN-0011         ,IN,C0007440,Catheterization,45211010,Coarctation stent arterioplasty,C2937236,arterioplasty,392245003,C2937236,arterioplasty,392245003
1,AgilentB00      ,IN-0012         ,IN,C0007441,Catheterization,45211011,Tranvenous pacemaker,C0030163,pacemaker,149206005,C0030163,pacemaker,149206005
1,AgilentB00      ,IN-0013         ,IN,C0007442,Catheterization,45211012,Implantable defibrillator,C0162589,Implantable defibrillator,72506001,C0162589,Implantable defibrillator,72506001
1,AgilentB00      ,IN-0014         ,IN,C0007443,Catheterization,45211013,Pulmonary artery band,C1269026,Pulmonary artery,181380003,C1269026,Pulmonary artery,181380003
1,AgilentB00      ,IN-0015         ,IN,C0007444,Catheterization,45211014,Removal of pulmonary artery band,C0034052,pulmonary artery,45341000,C0034052,pulmonary artery,45341000
1,AgilentB00      ,IN-0016         ,IN,C0007445,Catheterization,45211015,Oversewn pulmonary valve,C0034086,pulmonary valve,39057004,C0034086,pulmonary valve,39057004
1,AgilentB00      ,IN-0017         ,IN,C0007446,Catheterization,45211016,Left modified Blalock-Taussig shunt,C0397560,Blalock-Taussig shunt,13662000,C0397560,Blalock-Taussig shunt,13662000
1,AgilentB00      ,IN-0018         ,IN,C0007447,Catheterization,45211017,Right modified Blalock-Taussig shunt,C0397560,Blalock-Taussig shunt,13662000,C0397560,Blalock-Taussig shunt,13662000
1,AgilentB00      ,IN-0019         ,IN,C0007448,Catheterization,45211018,Gortex central shunt,C0542331,shunt,257351008,C0542331,shunt,257351008
1,AgilentB00      ,IN-0020         ,IN,C0007449,Catheterization,45211019,Ligation of aorto-pulmonary shunt,C0024109,pulmonary,39607008,C0024109,pulmonary,39607008
1,AgilentB00      ,IN-0021         ,IN,C0007450,Catheterization,45211020,Norwood (stage1) procedure,C0184661,procedure,71388002,C0184661,procedure,71388002
1,AgilentB00      ,IN-0022         ,IN,C0007451,Catheterization,45211021,Damus-Kaye-Stansel procedure,C0184661,procedure,71388002,C0184661,procedure,71388002
1,AgilentB00      ,IN-0023         ,IN,C0007452,Catheterization,45211022,Glenn: bi-directional,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,IN-0024         ,IN,C0007453,Catheterization,45211023,Glenn: bilateral bi-directional,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,IN-0025         ,IN,C0007454,Catheterization,45211024,Glenn: classical,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,IN-0026         ,IN,C0007455,Catheterization,45211025,Hemifontan procedure,C0184661,procedure,71388002,C0184661,procedure,71388002
1,AgilentB00      ,IN-0027         ,IN,C0007456,Catheterization,45211026,Fontan procedure,C0190010,Fontan procedure,56527009,C0190010,Fontan procedure,56527009
1,AgilentB00      ,IN-0028         ,IN,C0007457,Catheterization,45211027,Fontan procedure: lateral tunnel,C0190010,Fontan procedure,56527009,C0190010,Fontan procedure,56527009
1,AgilentB00      ,IN-0029         ,IN,C0007458,Catheterization,45211028,Fontan procedure: fenestrated lateral tunnel,C0190010,Fontan procedure,56527009,C0190010,Fontan procedure,56527009
1,AgilentB00      ,IN-0030         ,IN,C0007459,Catheterization,45211029,Fontan procedure: extra-cardiac conduit,C0190010,Fontan procedure,56527009,C0190010,Fontan procedure,56527009
1,AgilentB00      ,IN-0031         ,IN,C0007460,Catheterization,45211030,Repair partial anomalous pulmonary venous return,C0024109,pulmonary,39607008,C0024109,pulmonary,39607008
1,AgilentB00      ,IN-0032         ,IN,C0007461,Catheterization,45211031,Repair total anomalous pulmonary venous return,C0024109,pulmonary,39607008,C0024109,pulmonary,39607008
1,AgilentB00      ,IN-0033         ,IN,C0007462,Catheterization,45211032,"Closure by patch, secundum atrial septal defect",C0016522,secundum atrial septal defect,78902000,C0016522,secundum atrial septal defect,78902000
1,AgilentB00      ,IN-0034         ,IN,C0007463,Catheterization,45211033,"Closure by suture, secundum atrial septal defect",C0016522,secundum atrial septal defect,78902000,C0016522,secundum atrial septal defect,78902000
1,AgilentB00      ,IN-0035         ,IN,C0007464,Catheterization,45211034,Repair sinus venosus atrial septal defect,C0344730,sinus venosus atrial septal defect,95268002,C0344730,sinus venosus atrial septal defect,95268002
1,AgilentB00      ,IN-0036         ,IN,C0007465,Catheterization,45211035,Repair primum atrial septal defect,C0018817,atrial septal defect,69524004,C0018817,atrial septal defect,69524004
1,AgilentB00      ,IN-0037         ,IN,C0007466,Catheterization,45211036,"Closure by patch, ventricular septal defect",C0018818,ventricular septal defect,156914003,C0018818,ventricular septal defect,156914003
1,AgilentB00      ,IN-0038         ,IN,C0007467,Catheterization,45211037,"Closure by suture, ventricular septal defect",C0018818,ventricular septal defect,156914003,C0018818,ventricular septal defect,156914003
1,AgilentB00      ,IN-0039         ,IN,C0007468,Catheterization,45211038,"Repair, partial atrioventricular septal defect",C1389018,atrioventricular septal defect,253414002,C1389018,atrioventricular septal defect,253414002
1,AgilentB00      ,IN-0040         ,IN,C0007469,Catheterization,45211039,"Repair, complete atrioventricular septal defect",C1389018,atrioventricular septal defect,253414002,C1389018,atrioventricular septal defect,253414002
1,AgilentB00      ,IN-0041         ,IN,C0007470,Catheterization,45211040,Tetralogy of Fallot repair with infundibular patch,C0039685,Tetralogy of Fallot,86299006,C0039685,Tetralogy of Fallot,86299006
1,AgilentB00      ,IN-0042         ,IN,C0007471,Catheterization,45211041,Tetralogy of Fallot repair with transannular patch,C0039685,Tetralogy of Fallot,86299006,C0039685,Tetralogy of Fallot,86299006
1,AgilentB00      ,IN-0043         ,IN,C0007472,Catheterization,45211042,Tetralogy of Fallot repair:  right ventricle to pulmonary artery conduit,C0039685,Tetralogy of Fallot,86299006,C0039685,Tetralogy of Fallot,86299006
1,AgilentB00      ,IN-0044         ,IN,C0007473,Catheterization,45211043,Repair of aorto-pulmonary window,C0024109,pulmonary,39607008,C0024109,pulmonary,39607008
1,AgilentB00      ,IN-0045         ,IN,C0007474,Catheterization,45211044,Patent ductus arteriosus ligation,C0013274,Patent ductus arteriosus,83330001,C0013274,Patent ductus arteriosus,83330001
1,AgilentB00      ,IN-0046         ,IN,C0007475,Catheterization,45211045,Tricuspid repair: annuloplasty,C0190165,annuloplasty,58204008,C0190165,annuloplasty,58204008
1,AgilentB00      ,IN-0047         ,IN,C0007476,Catheterization,45211046,Tricuspid repair: valvuloplasty,C0043240,repair,18867006,C0043240,repair,18867006
1,AgilentB00      ,IN-0048         ,IN,C0007477,Catheterization,45211047,Tricuspid valve replacement: bioprosthesis,C0190119,Tricuspid valve replacement,174934003,C0190119,Tricuspid valve replacement,174934003
1,AgilentB00      ,IN-0049         ,IN,C0007478,Catheterization,45211048,Tricuspid replacement: mechanical prosthesis,C0035139,replacement,3137001,C0035139,replacement,3137001
1,AgilentB00      ,IN-0050         ,IN,C0007479,Catheterization,45211049,Repair of double chambered RV by excision of muscle bundle,C0504095,muscle bundle,No match,C0504095,muscle bundle,No match
1,AgilentB00      ,IN-0051         ,IN,C0007480,Catheterization,45211050,Pulmonary Valvotomy,C2707265,Pulmonary,No match,C2707265,Pulmonary,No match
1,AgilentB00      ,IN-0052         ,IN,C0007481,Catheterization,45211051,Pulmonary Valvectomy,C2707265,Pulmonary,No match,C2707265,Pulmonary,No match
1,AgilentB00      ,IN-0053         ,IN,C0007482,Catheterization,45211052,Right ventricular outflow patch,C0455844,Right ventricular outflow,250940000,C0455844,Right ventricular outflow,250940000
1,AgilentB00      ,IN-0054         ,IN,C0007483,Catheterization,45211053,Pulmonary valve replacement with homograft,C0190129,Pulmonary valve replacement,174943007,C0190129,Pulmonary valve replacement,174943007
1,AgilentB00      ,IN-0055         ,IN,C0007484,Catheterization,45211054,Rastelli (right ventricle to pulmonary artery) conduit,C0034052,pulmonary artery,45341000,C0034052,pulmonary artery,45341000
1,AgilentB00      ,IN-0056         ,IN,C0007485,Catheterization,45211055,Left ventricle to pulmonary artery conduit,C0034052,pulmonary artery,45341000,C0034052,pulmonary artery,45341000
1,AgilentB00      ,IN-0057         ,IN,C0007486,Catheterization,45211056,Repair of supravalvar pulmonary stenosis,C0034089,pulmonary stenosis,56786000,C0034089,pulmonary stenosis,56786000
1,AgilentB00      ,IN-0058         ,IN,C0007487,Catheterization,45211057,Left pulmonary arterioplasty,C2937236,arterioplasty,392245003,C2937236,arterioplasty,392245003
